Направление;Товар;Свойство;Строка в эталоне;Строка в проверяемом;Число в эталоне;Число в проверяемом;Дата в эталоне;Дата в проверяемом
000->092;ПОВЯЗКА КОСМОПОР-Е 10Х8 П'ОПЕРАЦ. №10 ХАРТ;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;ПОВЯЗКА КОСМОПОР-Е 15Х6 П'ОПЕРАЦ.№1 ХАРТ;Свойство для поднятия версии;;;28122018,03;5;;
000->092;САЛФЕТКА 2-Х СЛ.СТЕР 45Х29 №5;Свойство для поднятия версии;;;28122018,03;5;;
000->092;САЛФЕТКА STERILUX ES CТЕР.5Х5 №5 ХАРТ;Свойство для поднятия версии;;;28122018,03;;;
000->092;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №20 ХАРТ;Свойство для поднятия версии;;;28122018,03;;;
000->092;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №5 ХАРТ;Свойство для поднятия версии;;;28122018,03;;;
000->092;Подгуз Хэппи макси плюс 9-20кг №12;Иск_1-1-1-3-1-3-1-2-2_3;;;25;;;
000->092;Подгуз Хаггис классик 11-25кг №11;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;Подгуз Хаггис элит софт 2-5кг №27;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Авент, пакет д/стер в микровол печи №5 82970;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Спринцовка А-7 пластиз;Свойство для поднятия версии;;;28122018,03;;;
000->092;Спринцовка А-13 пластиз мяг након;Свойство для поднятия версии;;;28122018,03;;;
000->092;Спринцовка А-14 пластиз;Свойство для поднятия версии;;;28122018,03;;;
000->092;Спринцовка А-16 пластизол;Свойство для поднятия версии;;;28122018,03;;;
000->092;Спринцовка Б-7 пластиз;Свойство для поднятия версии;;;28122018,03;;;
000->092;Спринцовка Б-13 пластиз;Свойство для поднятия версии;;;28122018,03;;;
000->092;ПЕРЧАТКИ ЛАТЕКС НЕОПУДРЕННЫЕ XL ПОВЫШ.ПРОЧ.;Свойство для поднятия версии;;;28122018,03;;;
000->092;ПЕРЧАТКИ ПЕХА-СОФТ НИТРИЛ.Н'С ДИАГ.НЕОПУДР.Р.L №50(100Ш)ХАРТ;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;Мое солнышко бальзам п/укусов д/детей 2,8г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Eva sun, автозагар д/лица/тела голден бронз 150мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Сульсена мите паста, 1% 75мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;ШАМПУНЬ ХЭД ЭНД ШОЛДЕРС 200МЛ УВЛАЖНЯЮЩИЙ УХОД;Свойство для поднятия версии;;;28122018,03;5;;
000->092;ШАМПУНЬ ХЭД ЭНД ШОЛДЕРС 200МЛ ЯБЛОЧНАЯ СВЕЖЕСТЬ;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Сульсен форте паста сульсеновая п/перхоти, 2% 75мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;ТЕСТ НА ОВУЛЯЦИЮ КЛИАБЛУ №7 ЦИФРОВОЙ;Свойство для поднятия версии;;;28122018,03;17122018;;
000->092;МЫЛО ДЕГТЯРНОЕ 90ГР.;Свойство для поднятия версии;;;28122018,03;;;
000->092;СОЛЬ ДОКТОР СОЛЬМОРЕЙ 1000Г'020606';Свойство для поднятия версии;;;28122018,03;;;
000->092;НОВОСВИТ НЕЖНАЯ ПЕНКА Д'УМЫВАНИЯ Д'ЧУВСТВИТ.КОЖИ 160МЛ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ САХАРОНОРМ 2,0 №20 Ф'П;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ-12 СТЕВИЯ №20 Ф'П Д'НОРМ.НЕРВНОЙ СИСТЕМЫ 'СРТ';Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ-13 СТЕВИЯ №20 Ф'П ПОДЖЕЛУДОЧНЫЙ 'СРТ';Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ-18 СТЕВИЯ №20 Ф'П ОТ БОЛЕЗНЕЙ ПОЧЕК 'СРТ';Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ-19 СТЕВИЯ №20 Ф'П САХАРОСНИЖАЮЩИЙ 'СРТ';Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ-4 СТЕВИЯ №20 Ф'П НОРМАЛИЗАЦИЯ ДАВЛЕНИЯ 'СРТ';Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ-5 СТЕВИЯ №20 Ф'П ЖЕЛУДОЧНО-КИШЕЧНЫЙ 'СРТ';Свойство для поднятия версии;;;28122018,03;;;
000->092;Девясил корневища и корни, ф/пак 1.5г №20;Свойство для поднятия версии;;;28122018,03;5;;
000->092;ПОЛЫНИ ГОРЬКОЙ ТРАВА 2,0 №20;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ БОРОВАЯ МАТКА №20 Ф'П;Свойство для поднятия версии;;;28122018,03;;;
000->092;Фиточай Баланс, ф/пак 2г №20;Свойство для поднятия версии;;;28122018,03;;;
000->092;Репешок обыкновенный, 50гр;Свойство для поднятия версии;;;28122018,03;;;
000->092;Софора японская, плоды 50гр;Свойство для поднятия версии;;;28122018,03;;;
000->092;Ноздрин спрей назальный 0,1% 10мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Лактацид фарма ср-во д/интим гигиены смягч 250мл;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Флуконазол, капс 50мг N7__Вертекс;Свойство для поднятия версии;;;28122018,03;;;
000->092;ПОВЯЗКА КОСМОПОР-Е 15Х9 П'ОПЕРАЦ.№10 ХАРТ;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Прокл, Котекс ультра нормал №16;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Норфлоксацин, тбл 400мг N20__Россия-Импорт;Свойство для поднятия версии;;;28122018,03;;;
000->092;Цефотаксим, пор д/ин 1г N5__Россия;Свойство для поднятия версии;;;28122018,03;;;
000->092;Рыбий жир Биафишенол Омега-3 Д3, капс №60;Свойство для поднятия версии;;;28122018,03;;;
000->092;САЛФЕТКА 2-Х СЛ.СТЕР 45Х29 №5__АНАЛОГ;Свойство для поднятия версии;;;28122018,03;5;;
000->092;ФИТОЧАЙ БОРОВАЯ МАТКА №20 Ф'П_АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;Полынь горькая трава, ф/п 1.5-2гр №20__Россия;Свойство для поднятия версии;;;28122018,03;;;
000->092;ПЕРЧАТКИ ПЕХА-СОФТ GUARD НИТРИЛ.НЕОПУДР. Р.L №50'100ШТ' ХАРТ;Свойство для поднятия версии;;;28122018,03;5;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-24 1,5МГ №20 ПРИ ЗАБОЛ.ПЕЧЕНИ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-26 1,5МГ №20 МОЧЕГОННЫЙ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-29 1,5МГ №20 ПОВЫШ.ИММУНИТЕТА;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-34 1,5МГ №20 ПРОТИВ СТРЕССА;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 4 1,5МГ №20 НОРМАЛИЗ.ДАВЛЕНИЯ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 5 1,5МГ №20 ЖЕЛУДОЧНО-КИШЕЧН.;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-34 1,5№20 ПРОТИВ СТРЕССЕ_АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-29 1,5МГ №20 ПОВЫШ.ИММУН_АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-26 1,5МГ №20 МОЧЕГОННЫЙ_АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-24 1,5МГ №20 П'ЗАБОЛ.ПЕЧ_АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-18 1,5№20  БОЛЕЗНИ ПОЧЕК_АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-13 1,5МГ №20 ПОДЖЕЛУДОЧН_АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 5 1,5МГ №20 ЖЕЛ.-КИШЕЧ._АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-12 1,5№20 НОРМ.НЕРВ.СИС._АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 4 1,5№20 НОРМАЛИЗ.ДАВЛ._АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;БИОМОРОЖЕНОЕ СЛИВОЧНОЕ СЕМЕЙНЫЙ АКТИВ ГОРЬКИЙ ШОКОЛАД 450ГР;Свойство для поднятия версии;;;28122018,03;5;;
000->092;ПЕРЧАТКИ НЕОПУДР.ВИНИЛОВЫЕ Р.M;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Сироп Имбирь/лимон на фруктозе 250мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;ЛЬНЯНОЕ МАСЛО 200МЛ__АНАЛОГ;Свойство для поднятия версии;;;28122018,03;;;
000->092;Термопсиса, сироп с солодкой 100мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Сульфацил натрия-Солофарм, капли гл 20% 0,5мл №5 тюб-кап;Свойство для поднятия версии;;;28122018,03;;;
000->092;Сульсен форте паста, 75мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Лоратадин-Акрихин, тбл 10мг №10;Свойство для поднятия версии;;;28122018,03;;;
000->092;Тампоны О.В. оригинал нормал №16__Аналог;Свойство для поднятия версии;;;28122018,03;;;
000->092;Тамсулозин, капс пролонг высв 0,4мг №90;Иск_2-1-1-2-2-2-2-2-5_1_ЖВ;;;13,5;;;
000->092;Тамсулозин, капс пролонг высв 0,4мг №90;Иск_1-2-1-3-1-4-3-1-7_11_ЖВ;;;14,5;13;;
000->092;Тамсулозин, капс пролонг высв 0,4мг №90;Свойство для поднятия версии;;;28122018,03;;;
000->092;Сироп Брусника/клюква/шиповник 330мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Мослецитин гран 180гр;Свойство для поднятия версии;;;28122018,03;;;
000->092;Силденафил, тбл п/п/о 25мг №1;Свойство для поднятия версии;;;28122018,03;;;
000->092;Овечье масло крем д/рук алоэ вера 70г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Метронидазол, тбл 500мг №20;Свойство для поднятия версии;;;28122018,03;;;
000->092;Перчатки Пеха-софт, нитрил фино н/стер р.S №5 (10шт) Харт;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Норфлоксацин, тбл п/п/о 400мг №20;Свойство для поднятия версии;;;28122018,03;;;
000->092;Фиточай Сила российских трав-15 от аллергии ф/п 1,5гр №20;Свойство для поднятия версии;;;28122018,03;;;
000->092;Нафтизин, капли назальн 0.05% 20мл тюб-кап;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Ядро;;;;;;
